Auction,VehicleAge,Make,Model,Color,WheelType,VehOdo,Size,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,VNST,VehBCost,WarrantyCost,BYRNO
2,6,15,857,12,1,88698,7,3674,4356,4468,5204,3693,4695,4488,5571,4,4220,2193,16926
2,5,7,911,7,1,85926,6,3188,4186,3943,5021,3333,4380,4100,5230,4,4005,983,16926
2,7,7,911,3,1,72032,6,2942,3700,3677,4496,2735,3446,3454,4222,4,3705,1220,16926
2,6,7,1019,3,2,57976,12,2565,3481,3270,4259,3297,4002,4061,4822,4,4520,1717,16926
2,6,7,911,6,1,70605,6,2496,3392,3196,4163,2825,3906,3551,4718,4,4720,1220,16926
2,7,6,169,14,2,74271,12,2204,3078,2880,3824,2231,2982,2909,3721,4,3705,1923,16926
2,5,15,765,6,2,37526,1,1955,2841,2611,3568,2326,3016,3012,3757,4,4005,462,16926
2,7,4,986,2,1,76317,12,2471,3084,3169,3831,1751,2316,2391,3001,4,3705,4922,16926
2,7,26,513,3,2,73395,6,2817,3893,3542,4704,2700,3490,3416,4269,4,4005,1806,16926
2,4,7,911,5,1,86551,6,3698,4557,4494,5422,3911,4904,4724,5796,4,4005,983,16926
2,4,15,765,13,2,69514,1,2419,3136,3113,3887,2971,3902,3709,4714,4,3705,533,16926
2,7,7,1019,7,1,73699,12,2171,2862,2845,3591,2375,3081,3065,3827,4,4005,2157,16926
2,7,7,342,14,1,88468,7,3208,3849,3965,4657,3832,4915,4639,5808,4,4720,1543,16926
2,5,7,389,13,2,78148,12,3125,4306,3875,5150,3958,4819,4775,5705,4,5235,1506,16926
2,7,7,346,5,1,75997,7,3442,4208,4217,5045,3893,4700,4704,5576,4,6035,2040,16926
2,8,7,372,6,1,78991,1,2154,2871,2826,3601,2528,3273,3230,4035,4,3405,1455,16926
2,4,6,665,14,2,55888,1,3395,4317,4167,5162,3119,4021,6667,8595,4,5735,588,16926
2,4,15,679,5,1,45731,6,3493,5114,4272,6023,3532,5056,4315,5960,4,5970,623,835
2,4,5,691,13,2,65252,2,6539,7790,7562,8913,6690,7928,7725,9062,4,6070,1215,835
2,3,7,911,14,1,74681,6,4393,5237,5244,6156,4597,5596,5465,6544,4,3805,920,835
2,5,6,1,7,2,78948,5,5302,6055,6226,7039,5179,6341,6093,7348,4,5835,920,835
2,3,5,814,13,2,36911,6,4282,5318,5125,6243,4953,6019,5849,7001,4,6070,762,835
2,4,6,665,13,2,57080,1,3395,4317,4167,5162,3551,4600,4335,5468,4,5370,588,835
2,3,5,723,14,1,32509,6,5259,6097,6180,7085,5835,6874,6802,7924,4,6070,882,835
2,5,11,851,3,1,77138,6,3954,5085,4770,5992,4017,5117,4838,6026,4,5020,803,16926
2,7,19,798,3,1,93766,6,2471,3223,3169,3981,2643,3360,3354,4129,4,2695,1353,16926
2,6,23,65,8,2,48563,6,2656,3617,3368,4406,3939,5233,4754,6152,4,5235,1346,16926
2,5,6,886,13,2,93414,6,3020,4133,3762,4964,2948,4085,3684,4912,4,3505,1630,16926
2,4,4,313,5,1,87844,7,6889,8130,7940,9280,7396,8748,8488,9948,4,6035,1503,16926
2,7,21,633,13,1,86308,7,3094,3757,3842,4558,3250,4309,4010,5154,4,4720,1543,16926
2,4,4,176,14,2,50102,1,2923,3812,3657,4617,3017,4136,3758,4967,4,4720,920,16926
2,5,25,445,2,2,87602,3,4573,5527,5439,6469,4499,4941,5359,5836,4,5235,2152,16926
2,6,25,443,13,1,83044,3,2432,3122,3127,3872,2840,3749,3567,4549,4,4005,2452,16926
2,4,7,911,8,0,66089,6,3989,5034,4808,5937,4957,6271,5854,7273,4,4855,825,835
2,4,4,176,12,2,71778,1,2923,3812,3657,4617,3554,4467,4338,5324,4,4220,1155,16926
2,5,8,1051,13,1,83995,4,8549,10158,9733,11471,10318,11652,11643,13084,4,10290,1763,23359
2,5,6,881,5,2,77914,6,3152,4210,3904,5047,3148,4193,3900,5028,4,5020,1155,16926
2,3,5,723,3,2,54468,6,5700,6723,6656,7761,6150,7417,8866,10258,4,6505,1086,16926
2,7,7,1019,13,2,99319,12,2229,3072,2907,3818,1870,2293,2520,2976,4,3220,2506,16926
2,7,7,911,6,1,79791,6,2244,3183,2924,3938,2691,3670,3406,4464,4,3785,1220,16926
2,6,11,805,3,1,82161,7,3780,4418,4582,5271,3499,4173,4279,5007,4,3935,1413,23359
2,4,15,676,14,2,83969,6,6197,1,8636,10021,6150,1,8866,10258,4,3920,853,16926
2,5,7,380,13,1,72132,1,2826,3851,3552,4659,2871,3225,3601,3983,4,3585,1155,23359
2,4,4,110,12,2,72633,1,3514,4328,4295,5174,5623,6805,6573,7849,4,4655,803,23359
2,6,7,352,3,1,63888,5,3470,3676,4248,4470,6008,7153,6989,8225,4,7770,833,23359
2,5,11,807,14,1,79535,7,5018,5874,5919,6844,5844,6651,6812,7683,4,5755,686,23359
2,6,23,65,13,2,84792,6,3353,4390,4121,5241,3212,4221,3969,5059,4,4020,1933,16926
2,5,23,65,13,1,66061,6,3744,4746,4544,5626,3274,4206,4036,5042,4,5640,1313,16926
2,4,4,485,7,1,87897,3,6076,7815,7062,8940,6677,8231,7711,9389,4,5020,2152,16926
2,6,7,911,13,2,91359,6,2634,3638,3345,4429,2958,3850,3695,4658,4,3720,1353,16926
2,7,7,378,5,2,71564,1,1957,2708,2614,3425,6150,7417,8866,10258,4,4220,1455,16926
2,7,21,523,12,2,74961,1,2311,2843,2996,3570,2763,3497,3484,4277,4,4020,869,16926
2,4,7,392,3,1,49651,2,6321,7707,7327,8824,8313,9944,9478,11240,4,8455,1046,23359
2,7,7,342,5,1,74713,7,2613,3331,3322,4097,3259,4280,4020,5122,4,4120,1455,16926
2,2,5,937,14,2,35703,12,7137,8434,8208,9609,7954,9460,9090,10717,4,6905,1001,16926
2,5,4,560,13,2,82146,6,3090,3987,3837,4806,3521,4457,4303,5314,4,3820,1243,16926
2,5,4,5,2,1,79379,5,6750,8080,7790,9226,6190,7918,7185,9051,4,8700,1155,23359
2,4,25,445,3,1,66060,3,5713,6960,6670,8017,5947,7243,6923,8322,4,6300,1703,23359
2,3,7,911,14,2,49065,6,4867,5814,5756,6779,5056,6384,5960,7395,4,5400,693,23359
2,3,21,291,13,1,24331,7,7777,9264,8899,10505,8148,9702,9300,10978,4,9000,462,23359
2,5,26,505,14,2,49486,6,4271,5707,5113,6664,5542,6659,6485,7692,4,6240,623,16926
2,6,7,336,13,3,66925,4,6851,8045,7899,9189,7461,8824,8558,10030,4,7980,1223,23359
2,4,15,864,13,2,68819,6,3943,4833,4758,5720,3943,4947,4758,5843,4,5690,533,16926
2,5,6,881,5,2,61027,6,3191,4194,3946,5030,3192,4027,3947,4849,4,5020,1020,16926
2,5,4,560,14,2,42926,6,3305,4231,4069,5069,4577,6170,5443,7164,4,5020,834,16926
2,3,15,864,5,2,74601,6,4981,6137,5879,7128,9390,11437,10641,12852,4,5685,569,23359
2,3,6,167,3,2,51797,12,5206,6408,6122,7421,3632,4583,4423,5450,4,6840,1251,16926
2,5,15,862,14,0,74829,6,2268,3006,2949,3746,2276,3042,2958,3785,4,3880,569,16926
2,7,14,535,13,1,82335,8,4622,5700,5492,6656,5435,6381,6370,7391,4,6890,1023,23359
2,5,21,271,7,1,60535,11,4633,5742,5504,6701,5411,6410,6344,7423,4,5465,533,23359
2,8,6,257,3,1,97267,7,2612,3421,3321,4195,3220,4227,3978,5065,4,4180,1930,16926
2,8,7,1019,2,1,77870,12,2784,3703,3507,4499,2574,3693,3280,4488,4,3970,2157,23359
2,7,4,176,13,1,83565,1,2007,2784,2668,3507,2235,2901,2914,3633,4,3520,1543,16926
2,5,14,436,13,1,59642,7,5901,7040,6873,8103,6332,7969,7339,9107,4,8955,1334,23359
2,4,26,751,3,2,53751,12,5992,7285,6971,8368,6299,7275,7303,8357,4,7005,1583,23359
2,8,26,517,14,1,90331,6,2959,3827,3696,4633,2576,3209,3282,3966,4,4170,2939,23359
2,5,8,303,13,1,52910,7,7432,8454,8527,9630,7304,8476,8388,9654,4,8680,920,23359
2,5,15,676,3,2,29878,6,2607,3680,3316,4474,13869,15443,15479,17178,4,5640,582,16926
2,4,14,437,12,1,60513,7,8662,9902,9855,11194,6150,7417,8866,10258,4,9100,1508,23359
2,7,21,274,13,0,78560,11,3203,3989,3959,4808,2948,3736,3684,4535,4,4180,1338,16926
2,7,17,222,14,1,98720,3,3573,4239,4359,5078,4069,4816,4895,5701,4,4070,1785,23359
2,8,6,259,14,1,86541,7,2217,3031,2894,3773,3008,3604,3749,4392,4,5840,1803,16926
2,6,7,337,14,1,54031,4,7971,9039,9109,10262,8339,9653,9506,10925,4,9920,1137,23359
2,3,25,445,14,1,79904,3,6816,8119,7861,9269,7364,8714,8453,9911,4,6940,1974,23359
2,8,4,175,5,0,58790,1,1860,2621,2509,3331,2383,3131,3074,3881,4,3680,1220,16926
2,4,5,820,7,1,61566,6,4813,5844,5698,6812,6150,7417,8866,10258,4,6085,1118,23359
2,4,4,479,14,2,85438,3,5017,6179,5918,7173,13869,15443,15479,17178,4,5540,2152,16926
2,4,4,568,5,1,47689,6,5603,6918,6551,7971,6106,7453,7094,8549,4,6990,905,23359
2,6,7,653,12,1,63325,11,4567,5600,5432,6548,5014,6009,5915,6990,4,6265,1028,23359
2,5,7,359,7,1,93507,5,12442,14701,13937,16377,12358,14753,13847,16433,4,11560,1774,23359
2,3,17,1122,2,3,47185,5,17833,19867,19760,21956,14301,17040,18985,21262,4,9687,623,23359
2,7,5,939,3,2,85539,12,3031,3827,3773,4633,3170,3920,3924,4734,4,4520,2063,16926
2,5,5,820,4,2,69028,6,5876,7193,6846,8268,6318,7854,7323,8982,4,4845,1118,23359
2,5,4,560,5,1,81966,6,3305,4231,4069,5069,8331,9681,9497,10955,4,4080,1243,16926
2,4,4,560,14,2,71508,6,5288,6595,6211,7623,8066,9594,9211,10862,4,6540,1038,16926
2,4,7,911,6,0,98676,6,3964,4962,4781,5859,3979,4997,4797,5897,4,3980,1053,16926
2,6,23,65,3,2,67511,6,3383,4296,4154,5140,2422,3402,3116,4174,4,5020,1613,16926
2,6,4,176,13,2,51638,1,2585,3484,3292,4263,2822,3862,3548,4671,4,4320,1220,16926
2,4,30,145,3,2,70478,6,7711,8810,8828,10015,7878,8901,9008,10113,4,8055,569,23359
2,5,19,797,13,1,98033,6,3727,4977,4525,5875,4506,5831,5366,6797,4,3220,1053,16926
2,3,5,937,13,2,58559,12,5202,6041,6118,7024,6782,7464,7825,8561,4,6090,1251,16926
2,5,4,560,14,2,97129,6,3305,4231,4069,5069,3657,4633,4450,5504,4,3780,1341,16926
2,7,7,911,2,0,88650,6,2418,3302,3111,4066,2392,3241,3083,4000,4,3980,1283,16926
2,3,6,883,3,1,60291,6,4840,5875,5727,6845,5457,6549,6394,7573,4,5700,1020,23359
2,4,7,367,13,1,43790,3,7155,8398,8227,9570,6863,8562,7912,9747,4,7400,1046,23359
2,3,6,182,12,2,77306,10,9390,10660,10641,12013,10110,11567,11419,12992,4,9300,1389,23359
2,2,7,369,14,1,81492,1,8632,11116,9823,12505,8131,10397,9281,11729,4,5905,1243,23359
2,5,6,886,14,1,67541,6,3609,4741,4398,5620,3545,4770,4329,5652,4,4920,1215,16926
2,3,4,110,7,2,55935,1,4766,5659,5647,6612,4396,5208,5248,6125,4,5540,671,16926
2,5,14,535,8,2,87454,8,6144,7217,7136,8294,6174,7210,7168,8287,4,7040,723,16926
2,5,4,560,14,1,66054,6,3360,4288,4129,5131,4073,5484,4899,6423,4,4620,1020,16926
2,5,4,176,14,2,83918,1,3231,4175,3989,5009,2899,3853,3631,4661,4,3720,1243,16926
2,4,5,723,13,2,68706,6,4755,5682,5635,6637,7018,8041,8079,9184,4,4785,1215,23359
2,7,14,535,13,1,82268,8,5277,6407,6199,7420,5168,5925,6081,6899,4,6155,1023,23359
2,4,7,911,13,1,55587,6,3979,4997,4797,5897,6150,7417,8866,10258,4,4885,754,16926
2,7,7,346,6,1,69012,7,4229,5113,5067,6022,4684,5581,5559,6527,4,6040,1808,16926
2,8,7,911,2,1,97156,6,2346,3193,3034,3948,2099,2985,2767,3724,4,3220,1353,16926
2,4,11,46,14,2,84316,1,3839,4779,4646,5661,3356,4258,4124,5099,4,3920,983,16926
2,5,7,336,6,1,68455,4,8293,9508,9456,10769,8193,9527,9348,10789,4,8720,923,23359
2,6,23,69,13,1,98450,6,3090,3861,3837,4670,3466,4763,4243,5644,4,3985,2939,23359
2,5,7,380,13,2,69372,1,3439,4176,4214,5010,6150,7417,8866,10258,4,4120,1020,16926
2,5,7,342,2,1,68624,7,6554,7994,7578,9134,6604,8315,7632,9480,4,7380,1020,23359
2,5,22,73,14,2,83033,6,6558,7359,7583,8448,3739,4674,4538,5548,4,6965,723,23359
2,3,5,690,13,1,69643,2,10194,11915,11510,13368,10832,12649,12199,14161,4,9020,1215,23359
2,6,11,807,13,1,78337,7,4279,5144,5121,6056,3103,4184,3851,5019,4,4885,986,23359
2,4,4,113,3,1,62225,1,3640,4423,4431,5277,6664,7743,7697,8862,4,5540,728,16926
2,5,7,740,14,1,90909,9,3767,4548,4568,5412,3642,4695,4433,5571,4,4020,620,16926
2,5,7,342,3,1,66590,7,5163,6381,6076,7391,5453,6706,6389,7742,4,6305,1020,23359
2,3,4,198,13,2,42360,1,5330,6262,6256,7263,5173,6055,6087,7039,4,6205,623,23359
2,3,7,354,14,1,50615,5,7759,9498,8880,10758,8119,9890,9269,11181,4,8820,671,23359
2,6,4,479,5,2,64014,3,3478,4454,4256,5310,3156,4007,3908,4828,4,5205,2003,23359
2,5,7,389,14,1,58412,12,4192,5154,5027,6066,4327,5352,5173,6280,4,5205,1169,23359
2,2,5,688,13,1,77454,2,9162,11149,10395,12541,10088,12553,11395,14057,4,8325,1857,23359
2,4,7,911,7,2,55128,6,3979,4997,4797,5897,3999,4874,4819,5764,4,5085,754,16926
2,4,6,882,5,2,70523,6,4153,5166,4985,6079,3831,4985,4637,5884,4,5240,1155,16926
2,5,15,862,3,2,88139,6,2276,3042,2958,3785,5250,6011,6170,6992,4,3520,594,16926
2,6,7,911,5,1,67500,6,3046,3959,3790,4776,3296,4286,4060,5129,4,4320,1125,16926
2,4,29,386,13,2,67926,6,3805,4687,4609,5562,317,416,842,949,4,6050,533,16926
2,6,7,911,7,1,56778,6,3514,4655,4295,5527,3988,4999,4807,5899,4,4035,1054,23359
2,4,4,113,14,2,66726,1,3815,4654,4620,5526,5250,6011,6170,6992,4,5550,728,16926
2,3,6,255,13,1,64783,7,9669,10985,10943,12364,9706,10947,10982,12323,4,9120,1118,23359
2,7,4,951,12,1,72630,7,4894,5909,5786,6882,5608,6788,6557,7831,4,7220,1455,23359
2,7,7,915,6,2,99643,6,2609,3638,3318,4429,6760,8380,7801,9550,4,3155,1353,16926
2,5,7,379,13,2,59147,1,2651,3287,3363,4050,4953,6178,5849,7172,4,4585,920,23359
2,7,7,352,14,2,65063,5,4031,4835,4853,5722,4210,5156,5047,6068,4,4830,833,16926
2,6,7,1019,10,0,94468,12,2978,3802,3716,4606,3297,4002,4061,4822,4,4190,2506,16926
2,6,4,5,14,1,65669,5,6166,7472,7159,8570,5877,7307,6847,8392,4,8420,1320,23359
2,7,7,911,7,0,85183,6,2601,3452,3309,4228,2581,3412,3287,4185,4,3990,1283,16926
2,6,7,354,3,1,75370,5,6197,1,8636,10021,6150,1,8866,10258,4,6550,1103,16926
2,5,4,5,5,1,89668,5,7951,10515,9087,11856,9938,11562,11233,12987,4,8570,1243,23359
2,5,15,676,14,2,85884,6,2603,3681,3311,4475,2474,3519,3172,4301,4,4190,853,16926
2,4,6,1,12,1,91826,5,9154,10991,10386,12370,9348,11123,10596,12513,4,6965,1053,16926
2,5,7,336,6,1,79650,4,8522,9698,9704,10974,8193,9527,9348,10789,4,8240,1038,23359
2,5,6,258,2,1,52298,7,7553,8785,8657,9988,7920,9550,9054,10814,4,9435,1086,23359
2,5,21,292,14,1,60482,7,5597,6743,6545,7782,7199,8318,8275,9483,4,8915,533,23359
2,4,4,981,3,2,86767,12,8026,9185,9168,10420,8160,9271,9313,10513,4,6550,2282,16926
2,6,7,374,14,1,86597,1,2720,4001,3438,4821,5041,6431,5944,7445,4,3990,1543,16926
2,4,5,690,6,1,75726,2,7109,8371,8178,9541,3716,4747,4513,5627,4,9120,1389,23359
2,6,6,882,14,2,86760,6,2524,3369,3226,4139,2310,3147,2995,3899,4,4530,1543,16926
2,4,29,386,3,2,27455,6,3805,4687,4609,5562,3964,4973,4781,5871,4,6265,462,16926
2,5,25,434,13,1,66414,6,4025,5171,4847,6085,3584,4695,4371,5571,4,4935,1898,23359
2,7,18,964,13,1,89286,8,3984,5091,4803,5998,4215,5346,5052,6274,4,6050,1803,16926
2,6,6,171,3,2,75870,12,3299,4051,4063,4875,5615,7167,6564,8240,4,5250,1923,16926
2,6,7,911,12,1,75220,6,2958,3850,3695,4658,2849,3748,3577,4548,4,4105,1220,23359
2,4,26,751,5,2,54321,12,6583,7770,7610,8892,6875,8161,7925,9314,4,6905,1583,23359
2,6,7,1019,1,1,85593,12,2978,3802,3716,4606,8867,11029,10076,12411,4,4530,2322,16926
2,7,7,911,7,1,87848,6,2510,3313,3211,4078,2694,3695,3410,4491,4,3790,1283,16926
2,3,5,815,13,2,64074,6,5715,6732,6672,7771,6039,7323,7022,8409,4,6045,1020,23359
2,4,25,434,13,1,71031,6,6219,7419,7217,8513,6150,7417,8866,10258,4,6200,2208,23359
2,4,4,905,3,1,76421,4,11005,12945,12385,14481,11142,12953,12533,14489,4,10610,1623,23359
2,6,4,176,12,0,97521,1,2691,3559,3406,4344,2755,3700,3475,4496,4,3790,1641,16926
2,4,6,882,13,2,51145,6,4496,5631,5356,6581,4037,5216,4860,6133,4,5250,920,23359
2,4,11,47,3,2,70083,1,3239,4096,3998,4924,6150,7417,8866,10258,4,3585,920,23359
2,4,4,568,5,1,88485,6,5972,7285,6950,8368,5620,6905,6570,7957,4,6275,1373,23359
2,4,5,815,13,1,70798,6,4755,6031,5635,7013,4608,5898,5477,6870,4,5100,1155,23359
2,4,5,723,3,2,63851,6,4996,5826,5896,6792,4554,5589,5418,6536,4,5600,1215,23359
2,4,7,389,13,2,85722,12,4779,5707,5661,6664,4274,5288,5116,6211,4,4180,1633,16926
2,8,6,883,8,2,76501,6,2330,3208,3016,3965,2442,3485,3137,4264,4,3730,1455,16926
2,4,4,479,7,2,56723,3,5293,6609,6216,7638,4224,5819,5062,6785,4,6450,1500,23359
2,1,17,1123,7,1,19861,10,19822,21166,21908,23359,17518,19089,22355,23632,4,12553,822,23359
2,4,4,313,2,2,58474,7,7560,8756,8665,9956,6923,8287,7977,9450,4,8265,1086,23359
2,6,7,911,1,1,92015,6,3051,3875,3795,4685,2749,3651,3469,4443,4,3730,1353,16926
2,4,5,815,5,1,74420,6,4755,6031,5635,7013,4553,5757,5417,6718,4,6050,1155,16926
2,7,7,348,5,1,71648,7,4410,5596,5263,6544,4452,5414,5308,6347,4,7105,2391,16926
2,7,22,1044,6,1,59087,7,4909,5960,5802,6937,3509,4922,4290,5816,4,7290,805,23359
2,5,7,352,3,1,53546,5,3994,4998,4814,5898,3840,4844,4647,5732,4,4535,505,16926
2,6,7,914,7,2,68252,6,3247,4130,4007,4960,3273,4265,4035,5106,4,4255,1125,23359
2,4,5,815,13,2,58717,6,4938,6291,5833,7294,4766,5551,5647,6495,4,4135,920,23359
2,4,26,502,14,2,67708,6,5649,6708,6601,7745,5094,6138,6002,7129,4,5555,728,23359
2,4,26,1011,13,1,72832,7,8159,9341,9312,10588,7428,9377,8522,10627,4,7765,1389,23359
2,5,5,820,14,1,58156,6,5227,6320,6145,7326,4719,5943,5597,6918,4,5605,1003,23359
2,5,6,886,5,1,34448,6,3589,4830,4376,5716,4594,6178,5462,7172,4,5550,882,16926
2,4,4,113,14,2,57762,1,3751,4610,4551,5479,3258,4359,4019,5208,4,4180,671,16926
2,5,7,389,12,1,84188,12,3896,4892,4708,5783,3556,4475,4340,5333,4,5650,1633,16926
2,6,7,354,4,2,87321,5,7040,9317,8103,10562,6961,8324,8018,9490,4,7265,1153,16926
2,3,7,367,13,1,80648,3,9023,10606,10245,11954,9310,10911,10555,12284,4,7685,1633,23359
2,5,4,560,14,2,87019,6,3629,4542,4419,5405,4127,5403,4957,6335,4,3630,1243,16926
2,4,4,951,13,1,48487,7,7747,8980,8867,10198,6712,7673,7749,8787,4,9285,834,23359
2,5,7,342,5,2,86487,7,7730,9135,8848,10366,3029,4050,3771,4874,4,7320,1243,16926
2,5,19,797,3,1,85659,6,4506,5831,5366,6797,4645,5745,5517,6705,4,4180,983,16926
2,5,25,133,7,1,62747,3,5216,6443,6133,7458,4684,5577,5559,6523,4,6750,1898,16926
2,4,7,911,13,1,87286,6,4179,5141,5013,6052,7821,10133,8947,11444,4,4230,983,23359
2,6,23,65,12,1,72579,6,3203,4297,3959,5141,4008,5292,4829,6215,4,5250,1806,16926
2,5,6,886,5,1,60943,6,3589,4830,4376,5716,5085,6098,5992,7086,4,5950,1215,16926
2,4,4,198,14,2,51715,1,5084,6136,5991,7127,3231,4103,3989,4931,4,5750,671,16926
2,7,21,523,13,2,75371,1,2763,3497,3484,4277,6150,7417,8866,10258,4,4730,869,16926
2,7,7,915,2,1,50790,6,2179,3087,2853,3834,2102,2826,2770,3552,4,4130,1054,16926
2,6,7,1019,5,2,59880,12,3204,3941,3960,4756,2761,3676,3482,4470,4,5030,1717,16926
2,4,6,882,3,2,68394,6,4268,5441,5109,6376,4203,5143,5039,6054,4,6050,1020,16926
2,7,13,119,3,1,86732,7,4083,5070,4910,5976,3269,3751,4031,4551,4,5550,1673,16926
2,5,30,147,14,1,70961,6,6782,8097,7825,9245,7135,8291,8206,9454,4,9240,569,16926
2,3,7,352,7,2,76769,5,7211,8778,8288,9980,4856,5389,5744,6320,4,8620,569,16926
2,7,15,678,12,1,71593,6,2273,3227,2955,3985,2545,3778,3249,4580,4,2760,1103,16926
2,8,4,622,3,1,82842,3,3302,4400,4066,5252,2698,3670,3414,4464,4,4030,2452,16926
2,7,7,378,3,2,78835,1,2417,3133,3110,3884,2297,2936,2981,3671,4,4030,1455,16926
2,5,6,882,13,2,73328,6,3135,3953,3886,4769,8172,9507,9326,10768,4,4730,1155,16926
2,6,23,65,12,2,71938,6,3398,4376,4170,5226,6150,7417,8866,10258,4,4830,1806,16926
2,8,7,911,13,1,96719,6,2315,3108,3000,3857,2110,2972,2779,3710,4,3630,1353,16926
2,7,7,342,2,1,84514,7,3181,4200,3935,5036,3241,4251,4000,5091,4,4130,1543,16926
2,6,7,911,6,1,85219,6,3583,4425,4370,5279,3196,4032,3952,4855,4,4030,1283,16926
2,4,7,911,2,1,74365,6,4204,5171,5040,6085,3649,4599,4441,5467,4,5030,920,16926
2,4,7,911,13,2,85090,6,4204,5171,5040,6085,9094,10800,10322,12164,4,4730,983,16926
2,7,19,802,12,2,78214,6,2690,3462,3405,4239,2524,3511,3226,4292,4,3730,1220,16926
2,5,7,390,3,1,88213,12,4998,6207,5898,7204,5837,6957,6804,8014,4,5755,1633,16926
2,3,7,911,14,2,53678,6,5304,6358,6228,7367,10652,12598,12004,14106,4,5605,754,16926
2,7,7,911,2,1,75910,6,2642,3542,3353,4325,2298,3204,2982,3960,4,4130,1220,16926
2,6,5,722,11,1,85418,6,3806,4673,4610,5547,3724,4623,4522,5493,4,4330,1803,16926
2,4,4,560,5,1,56616,6,4143,5000,4974,5900,6150,7417,8866,10258,4,5550,920,16926
2,2,5,723,3,2,36017,6,6665,7429,7698,8523,2890,4036,3621,4859,4,7050,882,16926
2,6,7,1019,6,1,78596,12,4229,5283,5067,6206,9418,10702,10671,12058,4,5505,2157,16926
2,3,7,911,6,1,65571,6,5304,6358,6228,7367,5424,6517,6358,7538,4,5750,825,16926
2,6,6,1,3,1,69764,5,4272,5041,5114,5944,6265,8677,7266,9871,4,7050,833,16926
2,4,4,951,3,3,62522,7,7839,9217,8966,10454,5401,6136,6333,7127,4,8565,1020,21053
2,4,4,110,15,2,85346,1,3777,4569,4579,5435,3162,4049,3915,4873,4,4030,853,16926
2,7,7,741,14,2,90268,9,4910,6664,5803,7697,4541,6272,5404,7274,4,4130,920,16926
2,4,4,564,13,2,64336,6,5070,6462,5976,7479,5031,6421,5933,7435,4,6005,1118,16926
2,7,7,346,2,1,82150,7,3834,4608,4641,5477,3657,4549,4450,5413,4,6050,2193,16926
2,3,4,481,13,2,81462,3,7233,8307,8312,9472,4263,5266,5104,6187,4,7685,2152,23359
2,6,7,336,3,1,87390,4,7358,8779,8447,9981,7186,8150,8261,9302,4,9065,1413,16926
2,7,25,443,13,2,94781,3,2786,3631,3509,4421,2648,3612,3360,4401,4,3230,2651,16926
2,3,6,883,12,1,49179,6,5440,6309,6375,7314,5544,6796,6488,7840,4,5450,834,23359
2,4,6,665,13,1,67527,1,3837,4858,4644,5747,6150,7417,8866,10258,4,4730,630,16926
2,5,5,814,13,1,64707,6,3890,5071,4701,5977,3141,4114,3892,4943,4,6050,1020,16926
2,6,6,665,5,2,94362,1,2408,3119,3101,3869,2288,3087,2971,3834,4,3630,1065,16926
2,4,7,367,7,1,73258,3,6219,7468,7217,8565,5782,6925,6745,7979,4,6105,1506,23359
2,4,4,951,3,1,86842,7,7966,9369,9103,10619,7814,9017,8939,10238,4,7920,1243,23359
2,4,4,176,12,2,79186,1,3700,4577,4496,5443,3581,4521,4367,5383,4,4530,1155,16926
2,4,26,751,6,1,65863,12,6852,7954,7900,9090,6875,8161,7925,9314,4,5915,1801,23359
2,3,7,389,7,2,86904,12,6089,7500,7076,8600,5740,7369,6699,8459,4,5955,1633,23359
2,5,19,797,1,2,89140,6,4707,6066,5584,7051,3911,5443,4724,6378,4,4530,983,16926
2,5,25,445,13,1,84363,3,5002,6112,5902,7101,4368,5393,5217,6324,4,5205,2152,23359
2,6,7,352,13,1,50503,5,3921,5340,4735,6267,1396,2396,2008,3088,4,6050,805,16926
2,3,4,481,3,2,68792,3,7233,8307,8312,9472,6150,7417,8866,10258,4,7415,1703,23359
2,8,6,167,3,1,85877,12,2156,2732,2828,3451,2985,3424,3724,4198,4,4130,2063,16926
2,3,15,864,13,2,54738,6,4895,5908,5787,6881,4774,5740,5656,6699,4,5605,505,23359
2,6,7,911,6,1,53042,6,3041,3943,3784,4758,2864,3847,3593,4655,4,3730,1054,19064
2,6,7,380,2,1,81542,1,2409,2859,3102,3588,2551,3239,3255,3998,4,3930,1543,23359
2,5,7,911,7,1,77194,6,3775,4794,4577,5678,3228,4178,3986,5012,4,5030,920,16926
2,5,6,886,13,1,81823,6,3866,4643,4675,5514,3357,4211,4126,5048,4,4305,1503,23359
2,5,22,584,14,1,66319,3,8976,10610,10194,11959,8149,9702,9301,10978,4,9985,1020,19064
2,3,8,296,7,1,67285,7,8889,9935,10100,11230,8839,9885,10046,11176,4,8695,1020,23359
2,2,4,481,7,1,84624,3,8541,9649,9724,10921,7864,8939,8993,10154,4,7785,2152,23359
2,5,6,665,2,2,63531,1,2939,3878,3674,4688,2596,3225,3304,3983,4,4130,630,16926
2,6,4,479,14,1,81393,3,3490,4479,4269,5337,3301,4176,4065,5010,4,4985,2452,23359
2,5,7,911,14,1,79435,6,3775,4794,4577,5678,3228,4178,3986,5012,4,4130,920,16926
2,7,7,911,7,1,98233,6,2728,3563,3446,4348,2418,3338,3111,4105,4,3730,1353,16926
2,8,6,251,2,1,83267,9,6197,1,8636,10021,6150,1,8866,10258,4,4180,1933,16926
